ID,probability
TEST_00000,0.03190580115556011
TEST_00001,0.03185469656909493
TEST_00002,0.13503697633374911
TEST_00003,0.10296070626245668
TEST_00004,0.5651250152944679
TEST_00005,0.10786667651587245
TEST_00006,0.5011689150147002
TEST_00007,0.46082542390612646
TEST_00008,0.27888124499803135
TEST_00009,0.03147674692777683
TEST_00010,0.07101943116317422
TEST_00011,0.5363454757282502
TEST_00012,0.37881189819512434
TEST_00013,0.4080349627904497
TEST_00014,0.2751825110083109
TEST_00015,0.031562178049352
TEST_00016,0.211235493973449
TEST_00017,0.379846564110903
TEST_00018,0.21151988151581225
TEST_00019,0.6659879475218659
TEST_00020,0.23414772567030182
TEST_00021,0.40496374174074135
TEST_00022,0.23001485684716858
TEST_00023,0.19041519800106765
TEST_00024,0.3970922359301034
TEST_00025,0.0314994231313912
TEST_00026,0.12382745534223592
TEST_00027,0.532632875517631
TEST_00028,0.14427730133666408
TEST_00029,0.16465856470227788
TEST_00030,0.4368025415186143
TEST_00031,0.15794340926345665
TEST_00032,0.15215195632024184
TEST_00033,0.16229419572795134
TEST_00034,0.4123307091807603
TEST_00035,0.031727811932009305
TEST_00036,0.12334770262534368
TEST_00037,0.3145134137579085
TEST_00038,0.25651373724387977
TEST_00039,0.032159125640655165
TEST_00040,0.14405797395701686
TEST_00041,0.14496187198906035
TEST_00042,0.28720312255658503
TEST_00043,0.27320556511223315
TEST_00044,0.2874387845306546
TEST_00045,0.5054039736040595
TEST_00046,0.5220323651187115
TEST_00047,0.17406845263125179
TEST_00048,0.15015158915985313
TEST_00049,0.399241676488574
TEST_00050,0.24300074453165454
TEST_00051,0.15090209026139345
TEST_00052,0.11059327135703118
TEST_00053,0.5472607995621362
TEST_00054,0.03160095054799394
TEST_00055,0.4271739851562917
TEST_00056,0.29367745884638896
TEST_00057,0.19389910871466984
TEST_00058,0.5351197755590397
TEST_00059,0.21002428624320355
TEST_00060,0.03164052308236496
TEST_00061,0.17701507054093174
TEST_00062,0.3680464394457684
TEST_00063,0.3193951360416526
TEST_00064,0.18071583939486724
TEST_00065,0.03162610498693883
TEST_00066,0.2641422613913081
TEST_00067,0.2072877650326822
TEST_00068,0.25793352667747177
TEST_00069,0.5021544618242797
TEST_00070,0.4119428977459353
TEST_00071,0.3236872840267999
TEST_00072,0.18333840800714765
TEST_00073,0.2642893777186377
TEST_00074,0.13630036323119496
TEST_00075,0.1919088261020099
TEST_00076,0.04334095802324694
TEST_00077,0.03144529506836223
TEST_00078,0.1196376312129303
TEST_00079,0.18237451481584008
TEST_00080,0.34644271886813893
TEST_00081,0.03142262712405648
TEST_00082,0.2090209042435587
TEST_00083,0.15436480673416414
TEST_00084,0.43995129689664114
TEST_00085,0.36055958549826705
TEST_00086,0.03145338617297293
TEST_00087,0.3737772510800178
TEST_00088,0.1259638586499207
TEST_00089,0.40134473592388176
TEST_00090,0.20948206926877866
TEST_00091,0.0979317472293283
TEST_00092,0.4676314000125641
TEST_00093,0.6040788762169598
TEST_00094,0.03133726814989503
TEST_00095,0.03153056028790474
TEST_00096,0.48743549836560573
TEST_00097,0.13207859784644346
TEST_00098,0.4026465808080152
TEST_00099,0.2619216637364872
TEST_00100,0.12311203670041977
TEST_00101,0.16527722283419422
TEST_00102,0.36387397104272395
TEST_00103,0.2605302054280172
TEST_00104,0.3687226130232699
TEST_00105,0.5065461041373266
TEST_00106,0.22748035433063235
TEST_00107,0.031972575699327786
TEST_00108,0.3465840682346046
TEST_00109,0.03172428966691466
TEST_00110,0.39346858568649634
TEST_00111,0.42648651508075797
TEST_00112,0.04476762074656342
TEST_00113,0.393439750183589
TEST_00114,0.19497234587098616
TEST_00115,0.4205420254067778
TEST_00116,0.031481538882670815
TEST_00117,0.485720611748772
