ID,probability
TEST_00000,0.02968603494307722
TEST_00001,0.02944271888466578
TEST_00002,0.13060349223116124
TEST_00003,0.10120372944976391
TEST_00004,0.5735123730826608
TEST_00005,0.11668323372017786
TEST_00006,0.4785600717172809
TEST_00007,0.4184855722228813
TEST_00008,0.21484826461895362
TEST_00009,0.028430693363898033
TEST_00010,0.06300079266377034
TEST_00011,0.5029462718852158
TEST_00012,0.3684569249820015
TEST_00013,0.38007578328924263
TEST_00014,0.27565450175495276
TEST_00015,0.029064756685744177
TEST_00016,0.22955940486302628
TEST_00017,0.37268363279320105
TEST_00018,0.21919735094944406
TEST_00019,0.7279523258711675
TEST_00020,0.2324380849766112
TEST_00021,0.3944992029214923
TEST_00022,0.26467292500684353
TEST_00023,0.19474554535606525
TEST_00024,0.40749242729254187
TEST_00025,0.02845871795327122
TEST_00026,0.11819648737443919
TEST_00027,0.4626564179384296
TEST_00028,0.16434983890442004
TEST_00029,0.167894224377238
TEST_00030,0.44026941116724055
TEST_00031,0.15483031498886463
TEST_00032,0.15161410049273763
TEST_00033,0.15722028078736824
TEST_00034,0.40933902331303695
TEST_00035,0.02957989561650225
TEST_00036,0.13078010129481188
TEST_00037,0.3093760677798929
TEST_00038,0.21748948488679426
TEST_00039,0.02838539853777238
TEST_00040,0.153020638669983
TEST_00041,0.15392271471458335
TEST_00042,0.2932044276938943
TEST_00043,0.2796376318228403
TEST_00044,0.2880219320503853
TEST_00045,0.5462527289710455
TEST_00046,0.5408784870197088
TEST_00047,0.18382995082440662
TEST_00048,0.13766472285822468
TEST_00049,0.3896381285009828
TEST_00050,0.252274057963445
TEST_00051,0.15724322490675757
TEST_00052,0.10794475443783393
TEST_00053,0.6018456766972522
TEST_00054,0.02879960873073001
TEST_00055,0.4231402124327518
TEST_00056,0.31356486799666894
TEST_00057,0.2004277236478419
TEST_00058,0.5346250881789264
TEST_00059,0.20138214239308413
TEST_00060,0.02898160565640853
TEST_00061,0.17038538872319298
TEST_00062,0.3479234815719098
TEST_00063,0.31344388609477125
TEST_00064,0.1860599636888798
TEST_00065,0.028603382244584055
TEST_00066,0.2544831877792082
TEST_00067,0.18820772137262798
TEST_00068,0.2645857027335037
TEST_00069,0.49468940164959496
TEST_00070,0.4097136333484809
TEST_00071,0.35129228677645924
TEST_00072,0.18568878344200146
TEST_00073,0.26959400379141646
TEST_00074,0.13875322346856195
TEST_00075,0.19857537283749008
TEST_00076,0.035067460093308016
TEST_00077,0.02842263337478128
TEST_00078,0.1255131413857874
TEST_00079,0.18438081765535305
TEST_00080,0.33372834195841306
TEST_00081,0.028236841001929264
TEST_00082,0.20819303170033865
TEST_00083,0.15219461670031
TEST_00084,0.4345401164004412
TEST_00085,0.36108767311079704
TEST_00086,0.028453527956289477
TEST_00087,0.39006617843697866
TEST_00088,0.1245824734506831
TEST_00089,0.4020670275460799
TEST_00090,0.20708219748041837
TEST_00091,0.0959613634674408
TEST_00092,0.45824166273870925
TEST_00093,0.5856551338357907
TEST_00094,0.02800418112994537
TEST_00095,0.028546056274047247
TEST_00096,0.47005503942219606
TEST_00097,0.13158462166041546
TEST_00098,0.37609445478965975
TEST_00099,0.25845194033762325
TEST_00100,0.11689109158044671
TEST_00101,0.16901114253654442
TEST_00102,0.3522475891656016
TEST_00103,0.2602234706273081
TEST_00104,0.3486644060930373
TEST_00105,0.4712004956280116
TEST_00106,0.25224895511660655
TEST_00107,0.02990718083564451
TEST_00108,0.3335364937893237
TEST_00109,0.028763832724986515
TEST_00110,0.40676083161022963
TEST_00111,0.4322374744962578
TEST_00112,0.038229061057130434
TEST_00113,0.37926666018537897
TEST_00114,0.1856378225352793
TEST_00115,0.4225086580414241
TEST_00116,0.02862905367380194
TEST_00117,0.4820235814556497
TEST_00118,0.3443305981177922
TEST_00119,0.1365724927750824
TEST_00120,0.028853169413509613
TEST_00121,0.029197629878167906
TEST_00122,0.3057690225003025
TEST_00123,0.5250017126277216
TEST_00124,0.3987598649064872
TEST_00125,0.2645414634559955
TEST_00126,0.02939389529451398
TEST_00127,0.07792468713616332
TEST_00128,0.2765977425477588
TEST_00129,0.4027004718484739
TEST_00130,0.23094771648085582
TEST_00131,0.3935662296582063
